cam,x_new,y_new,date,time,effort,year,new_name,new_name2
K9,-1878172.783,629671.5583,7/19/2019,21:33:00,72,2019,car truck,car truck
D9,-1893782.414,639367.225,7/21/2019,21:33:00,74,2019,Lepus americanus,Lepus americanus
I9,-1883305.274,631806.718,7/28/2019,21:33:00,78,2019,Equus caballus,Equus caballus
D7,-1890238.697,644822.9866,8/11/2019,21:33:00,80,2019,Lynx canadensis,Lynx canadensis
G9,-1888376.282,633876.6079,7/3/2018,21:32:00,77,2018,Mountain biker,Mountain biker
F9,-1889399.555,636635.0375,7/10/2018,21:32:00,85,2018,Lynx spp,Lynx spp
K3,-1870375.371,645060.1601,7/18/2018,21:32:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
J10a,-1881829.28,630414.9748,7/20/2018,21:32:00,92,2018,Equus caballus,Equus caballus
J10a,-1881829.28,630414.9748,7/20/2018,21:32:00,92,2018,Hiker hiker,Hiker hiker
L7,-1872993.216,634705.0133,8/17/2018,21:32:00,92,2018,Bos taurus,Bos taurus
D6,-1888940.981,646096.8555,8/19/2018,21:32:00,92,2018,Lepus americanus,Lepus americanus
F9,-1889399.555,636635.0375,9/6/2018,21:32:00,85,2018,Car truck,Car truck
G6,-1884460.798,642059.6253,9/11/2018,21:32:00,92,2018,Lepus americanus,Lepus americanus
F9,-1889399.555,636635.0375,7/5/2019,21:32:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
C9,-1896888.657,639093.6407,7/6/2019,21:32:00,74,2019,Ursus americanus,Ursus americanus
D6,-1888940.981,646096.8555,8/25/2018,21:31:00,92,2018,Mouse spp,Mouse spp
K9,-1878172.783,629671.5583,9/20/2018,21:31:00,92,2018,Canis latrans,Canis spp
F9,-1889399.555,636635.0375,7/1/2019,21:31:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,8/18/2019,21:31:00,82,2019,Odocoileus hemionus,Odocoileus hemionus
D9,-1893782.414,639367.225,9/7/2019,21:31:00,74,2019,Lepus americanus,Lepus americanus
K7,-1875739.423,634429.2378,7/13/2018,21:30:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
I7,-1880905.774,636217.6978,7/18/2018,21:30:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,7/22/2018,21:30:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
B6,-1894767.195,649227.4085,7/23/2018,21:30:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
E6,-1888275.346,644761.3461,7/24/2018,21:30:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,7/31/2018,21:30:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,8/12/2018,21:30:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
L7,-1872993.216,634705.0133,8/17/2018,21:30:00,92,2018,Bos taurus,Bos taurus
I5,-1878258.239,642985.5725,8/22/2018,21:30:00,92,2018,Canis lupus,Canis spp
F9,-1889399.555,636635.0375,9/6/2018,21:30:00,85,2018,Car truck,Car truck
B6,-1894767.195,649227.4085,9/22/2018,21:30:00,92,2018,Lepus americanus,Lepus americanus
F8,-1888851.605,638355.2956,7/10/2019,21:30:00,81,2019,Puma concolor,Puma concolor
K7,-1875739.423,634429.2378,7/3/2018,21:29:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
H4,-1878684.727,647702.3284,7/22/2018,21:29:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,7/23/2018,21:29:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
L8,-1874783.508,631765.9353,7/30/2018,21:29:00,92,2018,Ursus americanus,Ursus americanus
I3,-1875013.96,647529.4259,8/3/2018,21:29:00,92,2018,Canis lupus,Canis spp
H4,-1878684.727,647702.3284,8/12/2018,21:29:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.162,639616.7018,8/14/2018,21:29:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I5,-1878258.239,642985.5725,8/22/2018,21:29:00,92,2018,Canis lupus,Canis spp
B6,-1894767.195,649227.4085,8/24/2018,21:29:00,92,2018,Lepus americanus,Lepus americanus
D7,-1890238.697,644822.9866,8/31/2018,21:29:00,92,2018,Glaucomys sabrinus,Glaucomys sabrinus
D6,-1888940.981,646096.8555,9/10/2018,21:29:00,92,2018,Mouse spp,Mouse spp
B6,-1894767.195,649227.4085,9/22/2018,21:29:00,92,2018,Lepus americanus,Lepus americanus
L8,-1874783.508,631765.9353,9/27/2018,21:29:00,92,2018,Lepus americanus,Lepus americanus
E7,-1888580.164,641555.7355,7/22/2019,21:29:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
I3,-1875013.96,647529.4259,7/25/2019,21:29:00,66,2019,Lynx canadensis,Lynx canadensis
K4,-1871738.78,642413.4576,7/25/2019,21:29:00,72,2019,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,8/18/2019,21:29:00,82,2019,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.371,645060.1601,7/2/2018,21:28:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
J10a,-1881829.28,630414.9748,7/6/2018,21:28:00,92,2018,Equus caballus,Equus caballus
H4,-1878684.727,647702.3284,7/22/2018,21:28:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,7/23/2018,21:28:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,8/12/2018,21:28:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.162,639616.7018,8/14/2018,21:28:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K7,-1875739.423,634429.2378,8/28/2018,21:28:00,92,2018,Lepus americanus,Lepus americanus
J7,-1877477.628,638269.198,9/1/2018,21:28:00,92,2018,Martes americana,Martes americana
K8,-1877717.09,632103.4584,8/2/2019,21:28:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,8/18/2019,21:28:00,82,2019,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.371,645060.1601,7/2/2018,21:27:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
J10a,-1881829.28,630414.9748,7/6/2018,21:27:00,92,2018,Equus caballus,Equus caballus
K6,-1874026.487,636563.6014,7/13/2018,21:27:00,92,2018,Car truck,Car truck
K6,-1874026.487,636563.6014,8/4/2018,21:27:00,92,2018,Car truck,Car truck
K7,-1875739.423,634429.2378,8/28/2018,21:27:00,92,2018,Lepus americanus,Lepus americanus
G6,-1884460.798,642059.6253,9/9/2018,21:27:00,92,2018,Mouse spp,Mouse spp
G6,-1884460.798,642059.6253,7/3/2019,21:27:00,79,2019,Lepus americanus,Lepus americanus
K8,-1877717.09,632103.4584,7/22/2019,21:27:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
K8,-1877717.09,632103.4584,7/27/2019,21:27:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.162,639616.7018,8/8/2019,21:27:00,72,2019,Ursus americanus,Ursus americanus
C6,-1892782.512,646476.8839,8/15/2019,21:27:00,68,2019,Lepus americanus,Lepus americanus
H4,-1878684.727,647702.3284,8/18/2019,21:27:00,82,2019,Odocoileus hemionus,Odocoileus hemionus
G6,-1884460.798,642059.6253,8/1/2018,21:26:00,92,2018,Lepus americanus,Lepus americanus
K7,-1875739.423,634429.2378,8/28/2018,21:26:00,92,2018,Lepus americanus,Lepus americanus
D7,-1890238.697,644822.9866,9/6/2018,21:26:00,92,2018,Glaucomys sabrinus,Glaucomys sabrinus
G6,-1884460.798,642059.6253,9/10/2018,21:26:00,92,2018,Mouse spp,Mouse spp
F8,-1888851.605,638355.2956,9/18/2018,21:26:00,92,2018,Lepus americanus,Lepus americanus
B6,-1894767.195,649227.4085,7/4/2019,21:26:00,80,2019,Odocoileus hemionus,Odocoileus hemionus
K8,-1877717.09,632103.4584,7/27/2019,21:26:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,8/18/2019,21:26:00,82,2019,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.371,645060.1601,7/18/2018,21:25:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
J10a,-1881829.28,630414.9748,7/19/2018,21:25:00,92,2018,Equus caballus,Equus caballus
J10a,-1881829.28,630414.9748,7/19/2018,21:25:00,92,2018,Hiker hiker,Hiker hiker
F5,-1884137.001,646631.5284,8/21/2018,21:25:00,92,2018,Lepus americanus,Lepus americanus
I5,-1878258.239,642985.5725,8/22/2018,21:25:00,92,2018,Canis lupus,Canis spp
K7,-1875739.423,634429.2378,8/24/2018,21:25:00,92,2018,Lepus americanus,Lepus americanus
K7,-1875739.423,634429.2378,7/14/2019,21:25:00,75,2019,Canis latrans,Canis spp
J10a,-1881829.28,630414.9748,7/31/2019,21:25:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,8/18/2019,21:25:00,82,2019,Odocoileus hemionus,Odocoileus hemionus
J10a,-1881829.28,630414.9748,7/19/2018,21:24:00,92,2018,Equus caballus,Equus caballus
J10a,-1881829.28,630414.9748,7/19/2018,21:24:00,92,2018,Hiker hiker,Hiker hiker
E4,-1885393.616,648636.1642,7/31/2018,21:24:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
G6,-1884460.798,642059.6253,8/3/2018,21:24:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I5,-1878258.239,642985.5725,8/22/2018,21:24:00,92,2018,Canis lupus,Canis spp
K3,-1870375.371,645060.1601,9/8/2018,21:24:00,92,2018,Glaucomys sabrinus,Glaucomys sabrinus
G6,-1884460.798,642059.6253,9/10/2018,21:24:00,92,2018,Mouse spp,Mouse spp
D6,-1888940.981,646096.8555,9/25/2018,21:24:00,92,2018,Lepus americanus,Lepus americanus
K6,-1874026.487,636563.6014,7/2/2019,21:24:00,81,2019,car truck,car truck
F9,-1889399.555,636635.0375,7/5/2019,21:24:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
I4,-1876050.135,645426.7338,7/12/2019,21:24:00,76,2019,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.371,645060.1601,8/7/2019,21:24:00,72,2019,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,8/18/2019,21:24:00,82,2019,Odocoileus hemionus,Odocoileus hemionus
J10a,-1881829.28,630414.9748,7/19/2018,21:23:00,92,2018,Equus caballus,Equus caballus
J10a,-1881829.28,630414.9748,7/19/2018,21:23:00,92,2018,Hiker hiker,Hiker hiker
K9,-1878172.783,629671.5583,8/2/2018,21:23:00,92,2018,Car truck,Car truck
J10a,-1881829.28,630414.9748,8/7/2018,21:23:00,92,2018,Equus caballus,Equus caballus
I3,-1875013.96,647529.4259,8/10/2018,21:23:00,92,2018,Canis lupus,Canis spp
K9,-1878172.783,629671.5583,9/23/2018,21:23:00,92,2018,Canis latrans,Canis spp
F6,-1885529.993,645388.7828,7/2/2019,21:23:00,74,2019,Lepus americanus,Lepus americanus
J8,-1878930.298,635002.3583,7/3/2019,21:23:00,83,2019,Odocoileus hemionus,Odocoileus hemionus
F9,-1889399.555,636635.0375,7/5/2019,21:23:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
F9,-1889399.555,636635.0375,8/17/2019,21:23:00,74,2019,car truck,car truck
H4,-1878684.727,647702.3284,8/18/2019,21:23:00,82,2019,Odocoileus hemionus,Odocoileus hemionus
F7,-1886173.329,642418.3807,7/9/2018,21:22:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
J10a,-1881829.28,630414.9748,7/19/2018,21:22:00,92,2018,Equus caballus,Equus caballus
J10a,-1881829.28,630414.9748,7/19/2018,21:22:00,92,2018,Hiker hiker,Hiker hiker
K10,-1880085.173,627354.0873,8/19/2018,21:22:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.371,645060.1601,7/20/2019,21:22:00,72,2019,Odocoileus hemionus,Odocoileus hemionus
H4,-1878684.727,647702.3284,8/18/2019,21:22:00,82,2019,Odocoileus hemionus,Odocoileus hemionus
F5,-1884137.001,646631.5284,8/20/2019,21:22:00,78,2019,Lepus americanus,Lepus americanus
E4,-1885393.616,648636.1642,8/21/2019,21:22:00,78,2019,Odocoileus hemionus,Odocoileus hemionus
I3,-1875013.96,647529.4259,7/7/2018,21:21:00,92,2018,Canis lupus,Canis spp
D5,-1887547.811,650107.4012,7/17/2018,21:21:00,31,2018,Odocoileus hemionus,Odocoileus hemionus
F7,-1886173.329,642418.3807,7/18/2018,21:21:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
J10a,-1881829.28,630414.9748,7/19/2018,21:21:00,92,2018,Equus caballus,Equus caballus
J10a,-1881829.28,630414.9748,7/19/2018,21:21:00,92,2018,Hiker hiker,Hiker hiker
J10a,-1881829.28,630414.9748,7/25/2018,21:21:00,92,2018,Equus caballus,Equus caballus
K3,-1870375.371,645060.1601,8/30/2018,21:21:00,92,2018,Lepus americanus,Lepus americanus
F9,-1889399.555,636635.0375,9/6/2018,21:21:00,85,2018,Car truck,Car truck
H4,-1878684.727,647702.3284,9/13/2018,21:21:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
B6,-1894767.195,649227.4085,9/16/2018,21:21:00,92,2018,Mouse spp,Mouse spp
I4,-1876050.135,645426.7338,9/24/2018,21:21:00,60,2018,Odocoileus hemionus,Odocoileus hemionus
B6,-1894767.195,649227.4085,7/3/2019,21:21:00,80,2019,Odocoileus hemionus,Odocoileus hemionus
G3,-1879874.609,648965.6001,7/10/2019,21:21:00,82,2019,Canis lupus,Canis spp
E7,-1888580.164,641555.7355,8/11/2019,21:21:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
B6,-1894767.195,649227.4085,8/19/2019,21:21:00,80,2019,Odocoileus hemionus,Odocoileus hemionus
B6,-1894767.195,649227.4085,7/3/2018,21:20:00,92,2018,Lepus americanus,Lepus americanus
E7,-1888580.164,641555.7355,7/7/2018,21:20:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
J10a,-1881829.28,630414.9748,7/19/2018,21:20:00,92,2018,Equus caballus,Equus caballus
J10a,-1881829.28,630414.9748,7/19/2018,21:20:00,92,2018,Hiker hiker,Hiker hiker
J10a,-1881829.28,630414.9748,7/25/2018,21:20:00,92,2018,Equus caballus,Equus caballus
E7,-1888580.164,641555.7355,8/7/2018,21:20:00,92,2018,Lynx canadensis,Lynx canadensis
G6,-1884460.798,642059.6253,8/14/2018,21:20:00,92,2018,Mouse spp,Mouse spp
G6,-1884460.798,642059.6253,9/2/2018,21:20:00,92,2018,Mouse spp,Mouse spp
K5,-1872647.162,639616.7018,7/2/2019,21:20:00,72,2019,Odocoileus hemionus,Odocoileus hemionus
I9,-1883305.274,631806.718,7/28/2019,21:20:00,78,2019,Equus caballus,Equus caballus
C9,-1896888.657,639093.6407,7/11/2018,21:19:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
J10a,-1881829.28,630414.9748,7/19/2018,21:19:00,92,2018,Equus caballus,Equus caballus
J10a,-1881829.28,630414.9748,7/19/2018,21:19:00,92,2018,Hiker hiker,Hiker hiker
H10,-1886142.369,631694.0589,7/29/2018,21:19:00,92,2018,Hiker hiker,Hiker hiker
K9,-1878172.783,629671.5583,8/4/2018,21:19:00,92,2018,Car truck,Car truck
K10,-1880085.173,627354.0873,8/19/2018,21:19:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
D6,-1888940.981,646096.8555,8/30/2018,21:19:00,92,2018,Mouse spp,Mouse spp
E8,-1890218.778,638798.9033,7/14/2019,21:19:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
E8,-1890218.778,638798.9033,7/21/2019,21:19:00,81,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
E7,-1888580.164,641555.7355,7/23/2019,21:19:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
I3,-1875013.96,647529.4259,7/24/2019,21:19:00,66,2019,Canis lupus,Canis spp
H7,-1882114.858,639471.5309,8/1/2019,21:19:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
D5,-1887543.935,650116.4388,8/4/2019,21:19:00,78,2019,Odocoileus hemionus,Odocoileus hemionus
K9,-1878172.783,629671.5583,9/1/2019,21:19:00,72,2019,car truck,car truck
K7,-1875739.423,634429.2378,9/4/2019,21:19:00,75,2019,Lepus americanus,Lepus americanus
I8,-1882255.416,633528.8729,9/6/2019,21:19:00,81,2019,Canis latrans,Canis spp
B6,-1894767.195,649227.4085,7/5/2018,21:18:00,92,2018,Lepus americanus,Lepus americanus
L7,-1872993.216,634705.0133,8/17/2018,21:18:00,92,2018,Bos taurus,Bos taurus
I3,-1875013.96,647529.4259,8/23/2018,21:18:00,92,2018,Lepus americanus,Lepus americanus
K3,-1870375.371,645060.1601,8/24/2018,21:18:00,92,2018,Lepus americanus,Lepus americanus
L8,-1874783.508,631765.9353,8/27/2018,21:18:00,92,2018,Lepus americanus,Lepus americanus
E7,-1888580.164,641555.7355,7/1/2019,21:18:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
I7,-1880905.774,636217.6978,7/3/2019,21:18:00,83,2019,Ursus arctos,Ursus arctos
B6,-1894767.195,649227.4085,7/8/2019,21:18:00,80,2019,Odocoileus hemionus,Odocoileus hemionus
E8,-1890218.778,638798.9033,7/12/2019,21:18:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
E8,-1890218.778,638798.9033,7/14/2019,21:18:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
E5,-1886794.173,645844.4902,7/16/2019,21:18:00,79,2019,Odocoileus hemionus,Odocoileus hemionus
E8,-1890218.778,638798.9033,7/23/2019,21:18:00,81,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
L6,-1872091.458,637421.9161,8/7/2019,21:18:00,72,2019,Lepus americanus,Lepus americanus
K8,-1877717.09,632103.4584,8/20/2019,21:18:00,74,2019,Mountain biker,Mountain biker
K6,-1874026.487,636563.6014,8/31/2019,21:18:00,81,2019,Ursus arctos,Ursus arctos
F7,-1886173.329,642418.3807,7/15/2018,21:17:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
L8,-1874783.508,631765.9353,7/23/2018,21:17:00,92,2018,Ursus americanus,Ursus americanus
E7,-1888580.164,641555.7355,8/7/2018,21:17:00,92,2018,Lynx canadensis,Lynx canadensis
L7,-1872993.216,634705.0133,8/17/2018,21:17:00,92,2018,Bos taurus,Bos taurus
K10,-1880085.173,627354.0873,8/19/2018,21:17:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
F5,-1884137.001,646631.5284,8/21/2018,21:17:00,92,2018,Lepus americanus,Lepus americanus
C9,-1896888.657,639093.6407,9/2/2018,21:17:00,92,2018,Lynx canadensis,Lynx canadensis
B6,-1894767.195,649227.4085,9/5/2018,21:17:00,92,2018,Lepus americanus,Lepus americanus
G7,-1884006.847,638999.3152,9/23/2018,21:17:00,92,2018,Lepus americanus,Lepus americanus
K9,-1878172.783,629671.5583,9/29/2018,21:17:00,92,2018,car truck,car truck
D5,-1887543.935,650116.4388,7/3/2019,21:17:00,78,2019,Gulo gulo,Gulo gulo
B6,-1894767.195,649227.4085,7/8/2019,21:17:00,80,2019,Odocoileus hemionus,Odocoileus hemionus
E5,-1886794.173,645844.4902,7/16/2019,21:17:00,79,2019,Odocoileus hemionus,Odocoileus hemionus
K10,-1880085.173,627354.0873,7/16/2019,21:17:00,71,2019,Ursus americanus,Ursus americanus
K8,-1877717.09,632103.4584,7/31/2019,21:17:00,74,2019,Motorbike motorbike,Motorbike motorbike
G7,-1884006.847,638999.3152,8/6/2019,21:17:00,72,2019,Odocoileus hemionus,Odocoileus hemionus
K8,-1877717.09,632103.4584,8/20/2019,21:17:00,74,2019,Mountain biker,Mountain biker
I7,-1880905.774,636217.6978,8/30/2019,21:17:00,83,2019,Hiker hiker,Hiker hiker
D9,-1893782.414,639367.225,9/4/2019,21:17:00,74,2019,Lepus americanus,Lepus americanus
D7,-1890238.697,644822.9866,7/6/2018,21:16:00,92,2018,Mountain biker,Mountain biker
D6,-1888940.981,646096.8555,7/14/2018,21:16:00,92,2018,Ursus arctos,Ursus arctos
J10a,-1881829.28,630414.9748,7/18/2018,21:16:00,92,2018,Equus caballus,Equus caballus
J10a,-1881829.28,630414.9748,7/18/2018,21:16:00,92,2018,Hiker hiker,Hiker hiker
F7,-1886173.329,642418.3807,7/21/2018,21:16:00,92,2018,Mountain biker,Mountain biker
J10a,-1881829.28,630414.9748,7/27/2018,21:16:00,92,2018,Ursus arctos,Ursus arctos
D7,-1890238.697,644822.9866,8/5/2018,21:16:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
L7,-1872993.216,634705.0133,8/17/2018,21:16:00,92,2018,Bos taurus,Bos taurus
K10,-1880085.173,627354.0873,8/19/2018,21:16:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I4,-1876050.135,645426.7338,8/22/2018,21:16:00,60,2018,Canis lupus,Canis spp
K4,-1871738.78,642413.4576,8/29/2018,21:16:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
G6,-1884460.798,642059.6253,9/23/2018,21:16:00,92,2018,Lepus americanus,Lepus americanus
J10a,-1881829.28,630414.9748,7/18/2018,21:15:00,92,2018,Equus caballus,Equus caballus
J10a,-1881829.28,630414.9748,7/18/2018,21:15:00,92,2018,Hiker hiker,Hiker hiker
F8,-1888851.605,638355.2956,8/11/2018,21:15:00,92,2018,Ursus americanus,Ursus americanus
L7,-1872993.216,634705.0133,8/17/2018,21:15:00,92,2018,Bos taurus,Bos taurus
K10,-1880085.173,627354.0873,8/19/2018,21:15:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I4,-1876050.135,645426.7338,8/22/2018,21:15:00,60,2018,Canis lupus,Canis spp
L7,-1872993.216,634705.0133,7/13/2019,21:15:00,72,2019,Bos taurus,Bos taurus
G3,-1879874.609,648965.6001,7/14/2019,21:15:00,82,2019,Ursus arctos,Ursus arctos
J10a,-1881829.28,630414.9748,7/31/2019,21:15:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
F9,-1889399.555,636635.0375,9/1/2019,21:15:00,74,2019,Quad quad,Quad quad
L7,-1872993.216,634705.0133,9/9/2019,21:15:00,72,2019,Bos taurus,Bos taurus
I5,-1878258.239,642985.5725,7/4/2018,21:14:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I3,-1875013.96,647529.4259,7/9/2018,21:14:00,92,2018,Canis lupus,Canis spp
I8,-1882255.416,633528.8729,7/29/2018,21:14:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I11,-1885962.223,626594.5185,8/7/2018,21:14:00,92,2018,Ursus americanus,Ursus americanus
J10a,-1881829.28,630414.9748,8/14/2018,21:14:00,92,2018,Equus caballus,Equus caballus
K9,-1878172.783,629671.5583,8/14/2018,21:14:00,92,2018,Car truck,Car truck
H10,-1886142.369,631694.0589,8/17/2018,21:14:00,92,2018,Ursus americanus,Ursus americanus
K10,-1880085.173,627354.0873,8/19/2018,21:14:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I4,-1876050.135,645426.7338,8/22/2018,21:14:00,60,2018,Canis lupus,Canis spp
K6,-1874026.487,636563.6014,7/2/2019,21:14:00,81,2019,Mountain biker,Mountain biker
J8,-1878930.298,635002.3583,7/3/2019,21:14:00,83,2019,Odocoileus hemionus,Odocoileus hemionus
D9,-1893782.414,639367.225,7/22/2019,21:14:00,74,2019,Lepus americanus,Lepus americanus
K8,-1877717.09,632103.4584,8/20/2019,21:14:00,74,2019,Mountain biker,Mountain biker
G3,-1879874.609,648965.6001,9/17/2019,21:14:00,82,2019,Lynx canadensis,Lynx canadensis
K3,-1870375.371,645060.1601,7/7/2018,21:13:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
F7,-1886173.329,642418.3807,7/13/2018,21:13:00,92,2018,Mouse spp,Mouse spp
J10a,-1881829.28,630414.9748,7/26/2018,21:13:00,92,2018,Equus caballus,Equus caballus
I8,-1882255.416,633528.8729,7/29/2018,21:13:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
L7,-1872993.216,634705.0133,8/17/2018,21:13:00,92,2018,Bos taurus,Bos taurus
I5,-1878258.239,642985.5725,8/26/2018,21:13:00,92,2018,Canis lupus,Canis spp
K4,-1871738.78,642413.4576,8/29/2018,21:13:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
H8,-1883304.901,636786.9785,7/22/2019,21:13:00,81,2019,Canis lupus,Canis spp
I3,-1875013.96,647529.4259,8/13/2019,21:13:00,66,2019,Canis lupus,Canis spp
E4,-1885393.616,648636.1642,8/21/2019,21:13:00,78,2019,Odocoileus hemionus,Odocoileus hemionus
E7,-1888580.164,641555.7355,7/3/2018,21:12:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
E6,-1888275.346,644761.3461,7/9/2018,21:12:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K7,-1875739.423,634429.2378,7/9/2018,21:12:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
F7,-1886173.329,642418.3807,7/11/2018,21:12:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
E6,-1888275.346,644761.3461,7/12/2018,21:12:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
L8,-1874783.508,631765.9353,7/28/2018,21:12:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
C9,-1896888.657,639093.6407,8/3/2018,21:12:00,92,2018,Car truck,Car truck
L7,-1872993.216,634705.0133,8/17/2018,21:12:00,92,2018,Bos taurus,Bos taurus
H10,-1886142.369,631694.0589,8/24/2018,21:12:00,92,2018,Mountain biker,Mountain biker
K4,-1871738.78,642413.4576,8/29/2018,21:12:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
F5,-1884137.001,646631.5284,9/6/2018,21:12:00,92,2018,Lepus americanus,Lepus americanus
F8,-1888851.605,638355.2956,9/17/2018,21:12:00,92,2018,Lepus americanus,Lepus americanus
B6,-1894767.195,649227.4085,9/20/2018,21:12:00,92,2018,Lepus americanus,Lepus americanus
H8,-1883304.901,636786.9785,7/17/2019,21:12:00,81,2019,Lynx canadensis,Lynx canadensis
F9,-1889399.555,636635.0375,7/17/2019,21:12:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
E8,-1890218.778,638798.9033,9/1/2019,21:12:00,81,2019,Lepus americanus,Lepus americanus
E7,-1888580.164,641555.7355,7/3/2018,21:11:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
F9,-1889399.555,636635.0375,7/23/2018,21:11:00,85,2018,Canis lupus,Canis spp
I5,-1878258.239,642985.5725,8/26/2018,21:11:00,92,2018,Canis lupus,Canis spp
K4,-1871738.78,642413.4576,8/29/2018,21:11:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
H5,-1878605.236,644691.7393,7/1/2019,21:11:00,73,2019,Odocoileus hemionus,Odocoileus hemionus
B6,-1894767.195,649227.4085,7/11/2019,21:11:00,80,2019,Ursus arctos,Ursus arctos
I11,-1885962.223,626594.5185,7/16/2019,21:11:00,74,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
I11,-1885962.223,626594.5185,7/30/2019,21:11:00,74,2019,Ursus americanus,Ursus americanus
H4,-1878684.727,647702.3284,8/20/2019,21:11:00,82,2019,Odocoileus hemionus,Odocoileus hemionus
K8,-1877717.09,632103.4584,8/20/2019,21:11:00,74,2019,Puma concolor,Puma concolor
